caption	url	width	height	absolute_image_path	index	subject	prompt
Half-timbered house in Rubigen	https://upload.wikimedia.org/wikipedia/commons/7/77/2010-03-28_Rubigen_%28Foto_Dietrich_Michael_Weidmann%29_140.jpg	3872	2592	/data/output_images/00001/000015151.jpg	313	Half-timbered house	A half-timbered house situated in a picturesque village surrounded by rolling hills and blooming gardens
Adult blacktip reef sharks often patrol reef ledges	https://upload.wikimedia.org/wikipedia/commons/1/1f/Shark_-_opening.jpg	1200	900	/data/output_images/00001/000015642.jpg	323	blacktip reef shark	A blacktip reef shark swimming gracefully through a vibrant coral reef
1979 Continental Mark V Givenchy Designer Edition	http://upload.wikimedia.org/wikipedia/commons/4/4a/Ingo-arndt-markv.jpg	640	480	/data/output_images/00001/000015544.jpg	320	1979 Continental Mark V Givenchy Designer Edition	A 1979 Continental Mark V Givenchy Designer Edition parked in front of a luxurious mansion
1968 Ford Torino GT SportsRoof	https://upload.wikimedia.org/wikipedia/commons/2/24/1968_Ford_Torino_GT_Fastback.jpg	4320	3240	/data/output_images/00001/000014978.jpg	307	1968 Ford Torino GT SportsRoof	A 1968 Ford Torino GT SportsRoof driving along a coastal highway with ocean views
1964 Lagonda Rapide	https://upload.wikimedia.org/wikipedia/commons/9/9f/1964_Lagonda_Rapide_rear.jpg	2259	1711	/data/output_images/00001/000015503.jpg	318	1964 Lagonda Rapide	A 1964 Lagonda Rapide parked in front of a vintage mansion during a classic car show
Elaborate Queen Anne house	https://upload.wikimedia.org/wikipedia/commons/8/85/Waterview_Queen_Anne_house%2C_close.jpg	6016	4000	/data/output_images/00001/000013722.jpg	282	Queen Anne house	An elaborate Queen Anne house situated on a cliff overlooking the ocean
Lucky Buddha Beer bottle, showing distinctive shape	https://upload.wikimedia.org/wikipedia/commons/1/1f/Buddha_Beer_%2810426013416%29.jpg	1752	2336	/data/output_images/00001/000015019.jpg	309	Lucky Buddha Beer bottle	A Lucky Buddha Beer bottle displayed on a beach picnic table with a sunset in the background
The Palombarone whilst surrounded by sunflower fields	https://upload.wikimedia.org/wikipedia/commons/b/b5/Palombaronerapeseed.jpg	1000	663	/data/output_images/00001/000014782.jpg	303	Palombarone	The Palombarone tower standing tall amidst a vibrant lavender field
Common box turtle (Terrapene carolina) observed at Butcher Holler, June 2014.	https://upload.wikimedia.org/wikipedia/commons/7/7f/Box-Turtle-At-Butcher-Holler-Van-Lear-Kentucky.png	421	447	/data/output_images/00001/000016317.jpg	336	Common box turtle	A Common box turtle resting on a rock by a serene pond in a lush forest
Short-haired tortoiseshell cat	https://upload.wikimedia.org/wikipedia/commons/c/c5/Short-haired_tortoiseshell_cat.jpg	3024	4032	/data/output_images/00001/000015802.jpg	328	short-haired tortoiseshell cat	A short-haired tortoiseshell cat lounging on a sunny beach
Moto Morini 350 K2 1986	https://upload.wikimedia.org/wikipedia/commons/3/39/1986_Moto_Morini_K2_350_side.jpg	1600	1200	/data/output_images/00001/000016314.jpg	335	Moto Morini 350 K2	A Moto Morini 350 K2 parked on a scenic mountain road
A six-week-old male American Bulldog puppy	https://upload.wikimedia.org/wikipedia/commons/3/3f/Taurus6weeks.jpg	476	490	/data/output_images/00001/000016512.jpg	337	American Bulldog puppy	A six-week-old male American Bulldog puppy playing in a sunny park
Mitsubishi Type 73 jeep with two Type 64 anti-tank missile pods.	https://upload.wikimedia.org/wikipedia/commons/2/2f/Type_73_truck_with_Type_64_ATGM.jpg	600	400	/data/output_images/00001/000016932.jpg	344	Mitsubishi Type 73 jeep	A Mitsubishi Type 73 jeep driving through a bustling urban cityscape
Siamang, Symphalangus syndactylus	https://upload.wikimedia.org/wikipedia/commons/d/de/Symphalangus_syndactylus%2C_Chiba_Zoo%2C_Japan.jpg	1024	683	/data/output_images/00001/000017818.jpg	362	Siamang	A Siamang swinging gracefully through the treetops of a lush rainforest
Triops cancriformis Beni-Kabuto Ebi Albino feeding on a piece of rehydrated dried shrimp, ultra closeup showing how transparent the carapace is.	https://upload.wikimedia.org/wikipedia/commons/b/b9/Beni-KabutoEbiAlbino1.jpg	2132	964	/data/output_images/00001/000017077.jpg	349	Triops cancriformis Beni-Kabuto Ebi Albino	A Triops cancriformis Beni-Kabuto Ebi Albino swimming in a vibrant coral reef, surrounded by colorful fish and marine plants
An HK MP7A1 with a suppressor, extended magazine and Elcan reflex sight	https://upload.wikimedia.org/wikipedia/commons/5/52/Heckler_%26_Koch_MP7A1.jpg	800	485	/data/output_images/00001/000016524.jpg	338	HK MP7A1	An HK MP7A1 with a suppressor, extended magazine, and Elcan reflex sight displayed on a military training range
1981 Chevrolet Camaro Z28	https://upload.wikimedia.org/wikipedia/commons/6/60/%2781_Chevrolet_Camaro_Z28_%28Centropolis_Laval_%2710%29.jpg	2397	1357	/data/output_images/00001/000017438.jpg	354	1981 Chevrolet Camaro Z28	A 1981 Chevrolet Camaro Z28 racing on a scenic coastal highway
Overhead view of the Lexus LFA with carbon fibre roof	http://upload.wikimedia.org/wikipedia/commons/9/99/Lexus_LFA_008.JPG	1280	720	/data/output_images/00001/000015377.jpg	315	Lexus LFA	An overhead view of a Lexus LFA parked on a scenic mountain road
Valetta T.4 of No.2 ANS with extended radar nose	https://upload.wikimedia.org/wikipedia/commons/1/1b/Vickers_Valetta_T.4_WJ485_2_ANS_MStG_14.09.63_edited-3.jpg	1024	689	/data/output_images/00001/000017155.jpg	351	Valetta T.4	A Valetta T.4 flying over a scenic coastal landscape during sunset
Femur fragment of the Island 35 Mastodon at Hampson Museum State Park.	https://upload.wikimedia.org/wikipedia/commons/6/67/Wilson_AR_Hampson_Museum_State_Park_08_Island_35_Mastodon_femur.jpg	1024	768	/data/output_images/00002/000020466.jpg	405	Mastodon femur fragment	A Mastodon femur fragment displayed in a natural history museum exhibit surrounded by prehistoric artifacts
Leyland P76 Executive	https://upload.wikimedia.org/wikipedia/commons/e/e9/1974_Leyland_P76_Executive_%2815500331156%29.jpg	5184	3456	/data/output_images/00001/000011151.jpg	234	Leyland P76 Executive	A Leyland P76 Executive parked in front of a vintage diner on a sunny day
A traditional jianzi	https://upload.wikimedia.org/wikipedia/en/a/ae/Chinese_Shuttlecock.jpg	2592	1936	/data/output_images/00001/000018048.jpg	368	jianzi	A traditional jianzi being played in a vibrant park with people enjoying a sunny day
A KiHa 8500 series train in 1992	https://upload.wikimedia.org/wikipedia/commons/0/0d/Meitetsu_kiha8500_kitaalps_takayama.jpg	945	677	/data/output_images/00001/000019069.jpg	385	KiHa 8500 series train	A KiHa 8500 series train traveling through a scenic countryside with rolling hills and a clear blue sky
First generation Colt SAA with carved ivory stocks	http://upload.wikimedia.org/wikipedia/commons/b/bf/Colt_SAA%2C_Ivory_stocks.jpg	1118	549	/data/output_images/00001/000018957.jpg	383	Colt SAA	A first generation Colt SAA displayed on a rustic wooden table in a vintage western saloon
1936 Speed 20 with open two-seater body	https://upload.wikimedia.org/wikipedia/commons/8/84/Alvis_Speed_20_1936.jpg	1303	781	/data/output_images/00002/000021130.jpg	417	1936 Speed 20	A 1936 Speed 20 with an open two-seater body driving along a scenic coastal road
1929 Model SSK	https://upload.wikimedia.org/wikipedia/commons/9/91/1929_Mercedes-Benz_SSK_photo10.JPG	4317	3238	/data/output_images/00001/000017731.jpg	361	1929 Model SSK	A 1929 Model SSK driving along a scenic coastal road with cliffs and ocean views
The third-generation MX-5 has fender bulges over the wheel wells.	https://upload.wikimedia.org/wikipedia/commons/6/64/Mazdamx5stormybluecloseup.jpg	640	480	/data/output_images/00001/000019380.jpg	387	MX-5	A third-generation MX-5 parked on a scenic coastal road with ocean views
"Tractor ""Belarus 5022"" from Minsk Tractor Works with Caterpillar C18 (500 hp) engine"	https://upload.wikimedia.org/wikipedia/commons/0/0b/Belarus_MTZ-5022_%2802%29.jpg	2418	1824	/data/output_images/00001/000019437.jpg	396	Belarus 5022 tractor	A Belarus 5022 tractor working in a vast agricultural field during sunset
An Ancient Greek bronze cuirass, dated between 620 and 580 BC	https://upload.wikimedia.org/wikipedia/commons/0/0b/Coraza_griega_arcaica_%28M.A.N._Madrid%29_01.jpg	1839	2529	/data/output_images/00001/000019584.jpg	394	Ancient Greek bronze cuirass	An Ancient Greek bronze cuirass displayed in a historical museum setting with ancient artifacts around
1956 Dodge Custom Royal Lancer	https://upload.wikimedia.org/wikipedia/commons/e/e5/1956_Dodge_Custom_Royal_Lancer.JPG	800	490	/data/output_images/00001/000019845.jpg	392	1956 Dodge Custom Royal Lancer	A 1956 Dodge Custom Royal Lancer driving along a scenic coastal road during sunset
1973 Cadillac Sedan de Ville	https://upload.wikimedia.org/wikipedia/commons/e/ee/1973_Cadillac_Sedan_Deville.jpg	925	520	/data/output_images/00002/000021879.jpg	426	1973 Cadillac Sedan de Ville	A 1973 Cadillac Sedan de Ville parked in front of a vintage diner
Juvenile brown pelican, Tobago	https://upload.wikimedia.org/wikipedia/commons/d/de/Brown_pelican_%28Pelecanus_occidentalis_occidentalis%29_immature.jpg	3163	1582	/data/output_images/00002/000020932.jpg	415	juvenile brown pelican	A juvenile brown pelican perched on a rocky cliff overlooking the ocean
Japan Self-Defense Forces E-767 AWACS	https://upload.wikimedia.org/wikipedia/commons/a/a6/E-767_Japan_AWACS_112010_view.jpg	4752	2716	/data/output_images/00002/000020685.jpg	416	E-767 AWACS	An E-767 AWACS flying over a bustling city skyline at sunset
Passiflora 'Soi Fah' aka Krishnakamala in India	https://upload.wikimedia.org/wikipedia/commons/3/38/Passiflora_Krishnakamal_Karnataka_India.jpg	2556	1616	/data/output_images/00002/000020231.jpg	408	Passiflora 'Soi Fah'	Passiflora 'Soi Fah' blooming in a tropical rainforest
An RCAF CC-130H Hercules on approach to Winnipeg James Richardson International Airport	https://upload.wikimedia.org/wikipedia/commons/0/08/Lockheed_CC-130H_Hercules_%288111583732%29_%282%29.jpg	2720	1812	/data/output_images/00002/000022307.jpg	434	RCAF CC-130H Hercules	An RCAF CC-130H Hercules flying over a snowy mountain range
2007 GMC Yukon Denali	https://upload.wikimedia.org/wikipedia/commons/0/0f/2007-Yukon-Denali.jpg	1371	834	/data/output_images/00002/000022636.jpg	441	2007 GMC Yukon Denali	A 2007 GMC Yukon Denali driving through a snowy mountain pass
Holden Commodore VF Evoke currently being used by the New Zealand Police	https://upload.wikimedia.org/wikipedia/commons/d/d1/Commodore_VF_Evoke.jpg	2160	1620	/data/output_images/00002/000020851.jpg	413	Holden Commodore VF Evoke	A Holden Commodore VF Evoke driving through a bustling city street at night, with neon lights reflecting off its surface
Red-necked wallaby	https://upload.wikimedia.org/wikipedia/commons/d/d4/Red_Necked_Wallaby_and_Baby.jpg	2592	1944	/data/output_images/00001/000017441.jpg	353	Red-necked wallaby	A Red-necked wallaby hopping through a vibrant Australian bushland
1933 BMW F76	http://upload.wikimedia.org/wikipedia/commons/0/01/MHV_BMW_F76_1933_02.jpg	1153	1101	/data/output_images/00002/000022210.jpg	430	1933 BMW F76	A 1933 BMW F76 displayed in a vintage car show surrounded by classic automobiles
An American Cocker Spaniel puppy.	http://upload.wikimedia.org/wikipedia/commons/3/3a/Chiotcocker1.jpg	750	610	/data/output_images/00002/000023102.jpg	452	American Cocker Spaniel puppy	An American Cocker Spaniel puppy playing in a sunny park with children
1959 Mercury Monterey	https://upload.wikimedia.org/wikipedia/commons/1/11/1959_Mercury_Monterey.jpg	2479	1536	/data/output_images/00002/000022214.jpg	432	1959 Mercury Monterey	A 1959 Mercury Monterey parked in front of a vintage diner
1947 Sunbeam-Talbot Ten sports saloon	https://upload.wikimedia.org/wikipedia/commons/c/c9/Sunbeam-Talbot_Ten_registered_May_1947_1185cc.JPG	2773	1981	/data/output_images/00002/000022466.jpg	443	1947 Sunbeam-Talbot Ten sports saloon	A 1947 Sunbeam-Talbot Ten sports saloon driving along a coastal road with ocean views
Icterine warbler	https://upload.wikimedia.org/wikipedia/commons/6/6d/Hippolais_icterina2.jpg	2560	1920	/data/output_images/00002/000023479.jpg	461	Icterine warbler	An Icterine warbler perched on a branch in a vibrant tropical rainforest
2013 Oreca 03-Nissan LMP2 Le Mans series racing car	https://upload.wikimedia.org/wikipedia/commons/a/af/2003_Oreca_03-Nissan.JPG	2583	1451	/data/output_images/00002/000023212.jpg	457	2013 Oreca 03-Nissan LMP2	A 2013 Oreca 03-Nissan LMP2 racing car speeding on a snowy mountain road
"Neapolitan pizza ""Margherita"""	https://upload.wikimedia.org/wikipedia/commons/a/a3/Eq_it-na_pizza-margherita_sep2005_sml.jpg	1024	768	/data/output_images/00002/000023059.jpg	453	Neapolitan pizza Margherita	A Neapolitan pizza Margherita served on a rustic wooden table in a cozy Italian trattoria
Grob Viking T1 glider	https://upload.wikimedia.org/wikipedia/commons/3/3f/Vikings_ZE498_VC_and_ZE627_XR_picketed_at_MDPGA_Wethersfield_on_Runway_28_on_the_27th_July_2007.jpg	2048	1536	/data/output_images/00002/000024728.jpg	485	Grob Viking T1 glider	A Grob Viking T1 glider soaring high above a picturesque mountain range
Borax crystals	https://upload.wikimedia.org/wikipedia/commons/f/f7/Borax_crystals.jpg	1024	800	/data/output_images/00002/000024429.jpg	480	Borax crystals	Borax crystals displayed in a natural history museum exhibit
1960 Pontiac Star Chief Sedan	https://upload.wikimedia.org/wikipedia/commons/d/dd/STAR-CHIEF.jpg	1456	623	/data/output_images/00002/000023394.jpg	458	1960 Pontiac Star Chief Sedan	A 1960 Pontiac Star Chief Sedan parked in front of a vintage diner
Avro Vulcan B.2, XL319 on display at the museum.	https://upload.wikimedia.org/wikipedia/commons/7/7a/Avro_Vulcan_cropped1.jpg	2680	1633	/data/output_images/00002/000024349.jpg	488	Avro Vulcan B.2	An Avro Vulcan B.2 flying over a snowy mountain range
1970 Lotus Super 7	https://upload.wikimedia.org/wikipedia/commons/6/63/Lotus_Super_Seven_1970_A2.jpg	3232	1900	/data/output_images/00002/000023832.jpg	469	1970 Lotus Super 7	A 1970 Lotus Super 7 racing on a winding mountain road
Gray fox, showing black tail stripe, Sierra Nevada	http://upload.wikimedia.org/wikipedia/commons/5/57/Urocyon_cinereoargenteus_grayFox_cameo.jpg	2560	1600	/data/output_images/00001/000019482.jpg	391	Gray fox	A Gray fox exploring a vibrant meadow filled with wildflowers
R-type Melton open 2-seater 1928 with dickey seat	https://upload.wikimedia.org/wikipedia/commons/2/23/Vauxhall_2060_4919804482.jpg	800	560	/data/output_images/00002/000023929.jpg	472	R-type Melton open 2-seater 1928	An R-type Melton open 2-seater 1928 parked on a cobblestone street in a quaint European village
Norwegian Coast Guard vessel KV Nordkapp off Svalbard	http://upload.wikimedia.org/wikipedia/commons/7/78/KV_Nordkapp_in_the_Adventfjord.jpg	2200	1467	/data/output_images/00002/000024018.jpg	474	Norwegian Coast Guard vessel KV Nordkapp	The Norwegian Coast Guard vessel KV Nordkapp navigating through a bustling harbor in a tropical city
TEMCO GC-1B Swift taking off	https://upload.wikimedia.org/wikipedia/commons/0/07/Globe_Swift_GC-1B_3590.jpg	1024	602	/data/output_images/00002/000025836.jpg	504	TEMCO GC-1B Swift	A TEMCO GC-1B Swift flying over a bustling city skyline
Great blue heron with a snake	https://upload.wikimedia.org/wikipedia/commons/d/da/Heron_with_snake.JPG	800	1001	/data/output_images/00002/000024641.jpg	487	great blue heron	A great blue heron standing on a rocky shore with the ocean in the background
A Polynesian ukulele.	http://upload.wikimedia.org/wikipedia/commons/e/ea/Ukulele_polynesien.jpg	1000	685	/data/output_images/00002/000022954.jpg	448	Polynesian ukulele	A Polynesian ukulele resting on a sandy beach with palm trees in the background
An RCAF CF-18 Hornet during the Bagotville Air Show	https://upload.wikimedia.org/wikipedia/commons/a/a2/CF18imp2.jpg	3204	2189	/data/output_images/00002/000025857.jpg	509	RCAF CF-18 Hornet	An RCAF CF-18 Hornet flying over a snowy mountain range
1989-1990 Ninety-Eight sedan	https://upload.wikimedia.org/wikipedia/commons/5/5f/1988-1990_Oldsmobile_Ninety-Eight_Regency_--_01-11-2012.jpg	1984	1127	/data/output_images/00002/000024674.jpg	490	1989-1990 Ninety-Eight sedan	A 1989-1990 Ninety-Eight sedan parked in front of a vintage diner
Philippine spotted deer	https://upload.wikimedia.org/wikipedia/commons/6/63/Cervus_alfredi.jpg	1722	1488	/data/output_images/00002/000023783.jpg	471	Philippine spotted deer	A Philippine spotted deer grazing in a lush tropical rainforest
F-86 Sabre fighter plane in Greenville, South Carolina.	https://upload.wikimedia.org/wikipedia/commons/f/fb/Major_Rudolf_Anderson_Memorial.jpg	800	450	/data/output_images/00002/000024527.jpg	483	F-86 Sabre fighter plane	An F-86 Sabre fighter plane soaring above a bustling city skyline
Bangladesh Air Force Mil Mi-171Sh	https://upload.wikimedia.org/wikipedia/commons/5/5c/508_Bangladesh_Air_Force_Mil_Mi-171sh._%2838019396145%29.jpg	3000	2000	/data/output_images/00002/000026503.jpg	518	Mil Mi-171Sh	A Mil Mi-171Sh helicopter flying over a snowy mountain landscape
AEC Routemaster RM6 in Queen's Golden Jubilee livery	https://upload.wikimedia.org/wikipedia/commons/5/54/Arriva_London_Routemaster_bus_RM6_%28VLT_6%29%2C_2002_North_Weald_bus_rally.jpg	1538	1115	/data/output_images/00002/000025830.jpg	505	AEC Routemaster RM6	An AEC Routemaster RM6 bus in Queen's Golden Jubilee livery driving through a bustling city street during a parade
